,question,tags
1561,"where is the Limited T/A SAP Solutions"" address?",Contract
1562,list all International Business Machines Corporation agreements that expired in the last two years,Contract
1563,how many agreements are being terminated in a week?,Contract
1564,"show me all amendments signed by Forrester Research, Inc.",Contract
1565,"when did Zoom Video Communications, Inc. and CA Inc enter the statement of works?",Contract
1566,what is the contract effective date for the engagement letters between International Business Machines Corporation and Rely Tech LLC?,Contract
1567,"how many agreements were signed between CoStar Realty Information, Inc. and CA Inc?",Contract
1568,who is joseph at Media5 Corporation?,Contract
1569,"who signed the seventeenth amendment to the Verizon Business Service Agreement on January 20,2020?",Contract
1570,where is the office of Model N?,Contract
1571,what is mitchell's title at Akamai technologies International AG?,Contract
1572,how long is the Human Resources Master Services Agreements with Business Objects Software?,Contract
1573,how many contracts do we have with Broadcom Inc?,Contract
1574,how many agreements has sophie signed that are currently expired?,Contract
1575,what is the duration of the International Business Machines Corporation agreement?,Contract
1576,list all Deloitte Consulting LLP agreements that expired in the last year,Contract
1577,who reviewed the DG Consulting Services NDA?,Contract
1578,"when was the Data Processing Agreement signed between Model N Inc and Zoom Video Communications, Inc.?",Contract
1579,what is Stuart Williams's position?,Contract
1580,list all the contracts signed by anthony or anthony,Contract
1581,from which date is the engagement letters with Park Strategies LLC effective?,Contract
1582,"when was the Professional Services Agreement between Westcon Mexico, S.A. de C.V. and Infosys Limited signed?",Contract
1583,provide Client Agreement's with DG Consulting Services from last year,Contract
1584,how many seventeenth amendment to the Verizon Business Service Agreement were signed in Nov 2016?,Contract
1585,where can we reach Michael Doyle?,Contract
1586,return all letters addressing mutual nda,Contract
1587,provide all the Data Processing Agreement,Contract
1588,how many contracts did valentina sign during last 2 years?,Contract
1589,provide NDA with Broadcom Inc from last two years,Contract
1590,what is benjamin's title?,Contract
1591,"what is the NDA effective date in the Zoom Video Communications, Inc. agreement?",Contract
1592,list all active contracts for LinkedIn Corporation,Contract
1593,when did benjamin sign the DPA with Verizon Business Network Services Inc?,Contract
1594,where does jordan work?,Contract
1595,how many contracts were signed by oliver?,Contract
1596,how long does a Client Agreement take?,Contract
1597,"present all contracts entered with Limited T/A SAP Solutions""",Contract
1598,how many DPA were signed in october of 2018?,Contract
1599,where does benjamin work?,Contract
1600,from when is the Non Disclosure with PricewaterhouseCoopers effective?,Contract
1601,what is the effective date on the Verizon and Presidio Networked Solutions Group Data Processing Agreement?,Contract
1602,who represents CA Inc?,Contract
1603,show all contracts that expire in 2 days,Contract
1604,what is the termination effective date of the ammendments between Dolphin Systems AG and Verizon?,Contract
1605,provide a list of contracts signed by morgan in January that are still active,Contract
1606,where is the Deloitte Consulting LLP headquarters?,Contract
1607,"what is the contract end date of the Non Disclosure dated October 2, 2019?",Contract
1608,what agreements were signed by Infosys Limited in last 2 years?,Contract
1609,what is Influitive Corp's address?,Contract
1610,how many agreements expire in 90 days or less?,Contract
1611,who reviewed the Skytap engagement letters?,Contract
1612,what is the contract end date of the ammendments dated 7/2/2020?,Contract
1613,provide DPA with LinkedIn Corporation from last year,Contract
1614,"when did Skytap and Westcon Mexico, S.A. de C.V. enter the Non Disclosure?",Contract
1615,"list all Kula Consulting, Inc. agreements that expired",Contract
1616,who is the signatory of the engagement letters on 7/6/2020 from CA Inc.?,Contract
1617,when did thomas sign the Data Processing Agreement?,Contract
1618,who is Sean Atkinson at VWi Inc?,Contract
1619,where is the PricewaterhouseCoopers headquarters?,Contract
1620,how many agreements has Charles-R. Paquet signed in 2017?,Contract
1621,what is the contract end date of the DPA dated 7/2/2020?,Contract
1622,when was the DPA from Business Objects Software signed ?,Contract
1623,what is the Professional Services Agreement effective date in the Twilight Softwares Singapore agreement?,Contract
1624,"what is the term of the OneProvider - Brainstorm Network, Inc. Human Resources Master Services Agreements?",Contract
1625,"on what date does Global Professional Services Agreements on April 5, 2020 terminate?",Contract
1626,provide a list of contracts due to expire in Nov 2016,Contract
1627,who is the primary contact in the Vodafone Mobile SOW?,Contract
1628,what is nathan's title?,Contract
1629,"do we have a seventeenth amendment to the Verizon Business Service Agreement with Limited T/A SAP Solutions""?",Contract
1630,who signed the Hosting and Services Agreement with Twilight Softwares Singapore Pte Ltd on 04/02/2020?,Contract
1631,"which agreement does Kula Consulting, Inc. have with Kula Consulting, Inc.?",Contract
1632,when was the Kloudone Inc Human Resources Master Services Agreements effective from?,Contract
1633,"when is the Mutual Nondisclosure Agreement between Security Innovation, Inc. and Deloitte Tax LLP terminating?",Contract
1634,when was Mutual Nondisclosure Agreement for eleks inc submitted?,Contract
1635,who represents Netcetera AG?,Contract
1636,what is Roberto Adrian Gomez Mazin's position at Deloitte Tax LLP?,Contract
1637,list all the contracts signed by Damen Gilland,Contract
1638,is there any mailing address for DG Consulting Services?,Contract
1639,how many agreements expire in October 2018?,Contract
1640,when did Secarma Limited sign a MSA with Vodafone Mobile?,Contract
1641,list all NDA's with Media5 Corporation,Contract
1642,what is the validity period for a Human Resources Master Services Agreements?,Contract
1643,list all the contracts signed by robert or robert,Contract
1644,when did the Data Processing Agreement between Vodafone Mobile and Kloudone Inc start?,Contract
1645,"how many agreements were signed between Stefanini, Inc. and CA Europe Sarl?",Contract
1646,what is the contract end date of the mutual nda with CA Inc?,Contract
1647,where is the office of CA Inc.?,Contract
1648,find all the Global Professional Services Agreements's signed by julia,Contract
1649,who signed the SOW from Verizon?,Contract
1650,"where is Security Innovation, Inc.'s main office located?",Contract
1651,what is eric's title at Skytap?,Contract
1652,what is the duration of the ammendments?,Contract
1653,"what is the term of the Security Innovation, Inc. Purchase Agreement?",Contract
1654,show me all agreements signed by eleks inc after September 2015,Contract
1655,how many agreements has Sebastien Boyer signed that are currently expired?,Contract
1656,find all the Master Services Agreement's signed before September 2015,Contract
1657,how long does a termination letters take?,Contract
1658,"what is the contract effective date for the Chili Interactive, LLC. agreement?",Contract
1659,when did bobby sign the termination letter for V-Tech Singapore's services?,Contract
1660,provide list of agreements between CA Inc. and Osterreich GmbH,Contract
1661,how many agreements expire in 30 days?,Contract
1662,who signed a termination letters with Twilight Softwares Singapore on 5/11/2023?,Contract
1663,when was the International Business Machines Corporation mutual nda between International Business Machines Corporation and Presidio Networked Solutions Group terminated?,Contract
1664,"where is Security Innovation, Inc. located?",Contract
1665,how many Professional Services Agreement are associated with LinkedIn Corporation?,Contract
1666,how long does a Broadcom Corporation go for?,Contract
1667,who reviewed the Deloitte Consulting LLP MSA?,Contract
1668,what is PricewaterhouseCoopers address?,Contract
1669,when did Ivy Pong sign the SOW for Presidio Networked Solutions Group's services?,Contract
1670,"who approved the OneProvider - Brainstorm Network, Inc. Human Resources Master Services Agreements?",Contract
1671,find the Client Agreement with Skytap?,Contract
1672,what is james's address?,Contract
1673,who is the signatory of the VWi Inc agreement on Apr-17-2020?,Contract
